gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,tenure_fee_interaction
Female,62,UK,Sydney,Individual,18,Web,Yearly,4,7,11.209477392745692,2,-0.19,1,10,PayPal,1,Yes,No,1,44.799728967349566,Technical,3.0,0,0.81,0.45,51,Satisfied,3,0,180
Female,61,Canada,Dhaka,Individual,24,Web,Monthly,32,3,16.256000354481813,1,0.29,7,50,Card,0,No,Yes,3,9.38894886411478,Technical,3.0,0,0.52,0.27,65,Unsatisfied,0,0,1200
Female,44,USA,Berlin,Individual,27,Referral,Yearly,11,6,5.52876008738002,2,-0.11,2,30,PayPal,2,No,No,1,24.328367439011178,Billing,4.0,0,0.24,0.3,44,Satisfied,0,0,810
Female,66,India,London,SME,45,Referral,Yearly,20,7,19.12616702778776,5,0.1,14,20,Card,0,No,Yes,3,40.65750037837651,Technical,5.0,0,0.44,0.1,28,Satisfied,0,0,900
Female,53,Canada,Sydney,Individual,2,Web,Monthly,34,2,11.480223465880243,8,-0.14,18,10,Card,0,No,No,3,23.728583407687985,Billing,4.0,0,0.53,0.3,49,Satisfied,0,0,20
Female,40,Germany,Toronto,SME,1,Referral,Yearly,24,5,7.618731011252075,5,-0.09,3,20,Card,0,Yes,No,2,24.35764436371897,Technical,4.0,0,0.71,0.4,37,Satisfied,1,0,20
Male,27,UK,Berlin,Individual,16,Referral,Monthly,9,4,28.02504953153766,3,-0.06,4,10,Card,2,No,No,2,42.20932678143511,Billing,3.0,0,0.12,0.31,-32,Neutral,1,1,160
Male,55,UK,Dhaka,SME,24,Referral,Monthly,17,2,16.677003928185353,6,0.34,8,20,Card,0,No,Yes,3,33.23973106881088,Billing,3.0,1,0.39,0.26,13,Unsatisfied,3,1,480
Female,58,USA,Delhi,Individual,11,Web,Yearly,11,7,5.679902862137308,5,-0.02,5,10,Card,2,No,No,0,32.01931161056601,Billing,3.0,1,0.72,0.5,26,Satisfied,1,0,110
Female,64,Germany,New York,Individual,26,Referral,Yearly,14,1,19.037148116568854,6,0.17,4,30,Card,1,No,No,1,18.441973002309155,Technical,5.0,0,0.53,0.25,-4,Unsatisfied,1,0,780
Female,51,Australia,Dhaka,SME,6,Web,Quarterly,9,6,4.051084949862782,4,0.36,15,10,Card,2,Yes,No,0,13.001710119481324,Service,3.0,1,0.86,0.48,23,Satisfied,0,1,60
Male,53,Canada,Sydney,SME,26,Web,Quarterly,17,4,18.24371511360721,6,0.18,15,70,Card,0,No,No,1,19.57457144660224,Service,2.0,0,0.35,0.38,53,Satisfied,0,0,1820
Female,54,USA,London,SME,29,Mobile,Yearly,25,0,2.889933544271024,2,0.25,18,30,PayPal,2,No,Yes,1,18.44668324956871,Technical,4.0,1,0.34,0.42,66,Neutral,2,0,870
Female,34,UK,Toronto,Individual,43,Mobile,Monthly,10,0,16.41988271455985,3,0.21,0,10,Card,1,Yes,Yes,2,30.169831829743277,Billing,3.0,0,0.47,0.04,0,Unsatisfied,0,0,430
Male,57,Bangladesh,Toronto,SME,1,Web,Monthly,7,5,17.552272306113643,7,0.17,24,50,Card,0,No,No,2,8.416795175023951,Billing,5.0,0,0.31,0.16,-2,Neutral,0,1,50
Female,71,UK,Delhi,Individual,9,Web,Yearly,29,4,22.750301325024594,3,-0.13,2,30,Bank Transfer,0,Yes,No,1,26.59363589069505,Billing,5.0,1,0.86,0.29,24,Unsatisfied,2,0,270
Male,29,Bangladesh,Toronto,Individual,27,Web,Quarterly,15,1,25.304508150144663,3,0.25,4,50,PayPal,1,No,No,0,19.526152821306823,Technical,5.0,0,0.44,0.11,100,Satisfied,0,0,1350
Male,57,Bangladesh,Toronto,Individual,53,Mobile,Yearly,34,3,27.97843975196573,6,0.07,29,10,Card,0,No,Yes,1,11.28703840270218,Service,3.0,1,0.69,0.14,40,Satisfied,0,0,530
Male,36,India,Berlin,SME,54,Web,Yearly,15,1,13.027587056244403,4,-0.29,11,50,PayPal,0,No,No,1,18.407103269495916,Service,3.0,0,0.34,0.14,66,Neutral,0,0,2700
Female,20,USA,Sydney,SME,3,Web,Quarterly,23,3,8.139799436944024,1,-0.1,3,20,Card,2,Yes,No,2,37.45594478272655,Technical,4.0,1,0.74,0.18,41,Unsatisfied,1,0,60
Male,35,Canada,Berlin,SME,9,Web,Yearly,27,6,8.079182024854683,3,0.21,10,20,Card,1,Yes,No,3,33.90842028670328,Technical,5.0,0,0.35,0.36,43,Satisfied,0,0,180
Female,68,Canada,London,Individual,10,Web,Monthly,23,6,13.290275087162618,4,0.14,0,20,Bank Transfer,0,Yes,Yes,1,41.20242416747679,Billing,4.0,0,0.13,0.37,17,Neutral,0,0,200
Female,36,Germany,New York,Individual,17,Mobile,Quarterly,16,2,11.957814505355508,5,-0.2,2,10,Card,0,No,Yes,0,22.587864408730503,Service,2.0,0,0.86,0.45,23,Unsatisfied,1,0,170
Male,64,Canada,New York,Individual,31,Web,Monthly,14,3,20.182134658777947,7,0.06,9,10,PayPal,0,Yes,No,2,30.53526271999484,Technical,2.0,0,0.82,0.24,-32,Satisfied,0,0,310
Female,23,India,New York,SME,1,Web,Yearly,23,7,4.079139853916072,9,0.01,0,50,Card,0,Yes,Yes,0,19.657133467300586,Technical,3.0,0,0.54,0.23,79,Satisfied,3,1,50
Male,25,Germany,London,SME,18,Web,Yearly,25,1,6.821976579077724,4,-0.0,5,20,Card,0,No,Yes,1,37.06259594504322,Technical,2.0,0,0.17,0.31,-21,Satisfied,3,0,360
Male,65,UK,Toronto,SME,6,Mobile,Monthly,22,4,19.306972399222367,4,-0.09,15,10,PayPal,0,No,No,1,11.54716500774948,Service,4.0,0,0.5,0.26,-8,Satisfied,1,0,60
Male,35,India,Delhi,SME,38,Mobile,Monthly,8,7,18.79972361160287,8,-0.07,13,30,PayPal,2,No,No,0,24.769064442283565,Technical,2.0,0,0.9,0.3,-3,Satisfied,0,0,1140
Female,69,Germany,Dhaka,Individual,41,Mobile,Yearly,7,7,13.991111738607051,5,-0.36,9,10,Card,0,Yes,No,1,14.903785279450233,Technical,4.0,0,0.55,0.41,-9,Satisfied,2,0,410
Female,56,India,London,SME,4,Mobile,Quarterly,28,6,14.23235309741304,4,-0.19,0,10,Card,0,Yes,No,2,32.72736286668045,Service,4.0,0,0.68,0.5,32,Satisfied,0,1,40
Female,66,USA,Delhi,SME,40,Web,Monthly,10,3,19.38403093303891,5,-0.06,5,30,PayPal,0,Yes,No,1,26.479678544734423,Technical,3.0,0,0.32,0.28,-35,Satisfied,1,0,1200
Female,66,Germany,Delhi,SME,4,Web,Quarterly,27,2,1.0,4,0.42,17,70,Card,2,No,No,0,16.077563559397593,Service,3.0,1,0.34,0.22,4,Neutral,2,0,280
Male,29,Bangladesh,Delhi,Individual,35,Referral,Quarterly,27,5,12.18629378990239,6,-0.1,5,30,Card,0,Yes,Yes,4,9.45979119355222,Service,3.0,0,0.7,0.19,44,Unsatisfied,3,0,1050
Female,62,Canada,New York,SME,4,Referral,Yearly,8,4,18.86827814539882,3,0.17,13,10,PayPal,0,No,No,0,21.631186020202254,Service,4.0,1,0.14,0.41,52,Unsatisfied,1,0,40
Male,27,Germany,Delhi,SME,1,Web,Monthly,17,3,10.373246299261698,5,0.03,14,10,Card,1,No,No,0,22.75709438104204,Technical,5.0,0,0.75,0.41,52,Satisfied,0,0,10
Female,24,UK,Delhi,SME,41,Web,Monthly,33,5,14.42315933391569,6,0.05,1,50,Card,0,No,No,2,26.42278237877494,Technical,2.0,1,0.79,0.3,-5,Neutral,3,0,2050
Female,63,India,London,SME,43,Web,Quarterly,24,5,13.701087498865183,4,0.15,25,50,Bank Transfer,0,No,No,0,20.88609552013022,Technical,5.0,1,0.77,0.27,25,Satisfied,3,0,2150
Male,72,Germany,Toronto,Individual,31,Mobile,Monthly,19,2,3.037449102559526,3,-0.33,6,30,Bank Transfer,0,Yes,Yes,0,17.529470603650047,Technical,4.0,0,0.82,0.42,100,Unsatisfied,0,0,930
Male,18,Australia,Dhaka,Individual,53,Web,Monthly,28,1,21.37432554386832,5,0.11,13,30,PayPal,2,No,No,1,17.034823212417777,Technical,3.0,0,0.21,0.34,28,Neutral,0,0,1590
Female,53,Australia,Toronto,Individual,19,Referral,Quarterly,16,4,6.754615371238838,2,0.12,8,50,PayPal,0,No,No,0,25.21816941722682,Technical,4.0,0,0.64,0.35,63,Neutral,2,0,950
Female,38,India,Berlin,Individual,21,Referral,Yearly,21,4,27.936459409579303,4,0.08,10,10,Bank Transfer,2,Yes,Yes,1,16.407057664878273,Technical,4.0,0,0.6,0.42,100,Unsatisfied,1,0,210
Male,54,Canada,Berlin,Individual,58,Web,Monthly,34,4,16.324631587083505,7,-0.23,3,30,PayPal,2,No,Yes,1,13.955299275640508,Billing,5.0,1,0.18,0.44,12,Satisfied,0,0,1740
Male,69,India,Sydney,Individual,30,Referral,Monthly,10,1,16.676301242238072,5,0.25,10,50,Card,0,No,No,0,29.49102795901011,Technical,3.0,0,0.45,0.09,-4,Satisfied,1,0,1500
Male,41,UK,London,SME,52,Mobile,Quarterly,24,7,14.327415318714754,1,0.13,1,20,Bank Transfer,0,No,No,2,9.427541662781978,Technical,5.0,1,0.55,0.32,-16,Unsatisfied,1,0,1040
Male,72,USA,Berlin,Individual,7,Web,Monthly,16,4,28.341501402813694,5,0.04,2,50,Card,1,Yes,No,1,10.01553016693682,Billing,4.0,0,0.59,0.23,44,Neutral,2,0,350
Female,42,Canada,Berlin,Individual,5,Web,Quarterly,32,3,21.52724560581808,2,0.36,17,50,PayPal,0,Yes,No,2,19.126576475639823,Technical,2.0,0,0.86,0.18,-8,Neutral,1,0,250
Male,24,Canada,London,Individual,2,Mobile,Monthly,27,5,10.084317180414768,5,-0.1,6,20,Card,0,Yes,No,1,11.682573194505036,Technical,4.0,0,0.65,0.3,10,Satisfied,2,0,40
Male,34,Germany,Sydney,Individual,56,Web,Monthly,25,7,19.754967215726065,8,0.18,15,30,Bank Transfer,1,No,No,3,17.490131228903877,Technical,4.0,0,0.42,0.43,0,Neutral,1,0,1680
Male,46,India,Sydney,Individual,3,Web,Monthly,14,0,14.11303711614926,9,0.15,14,20,Card,0,No,No,0,24.419533365730807,Technical,5.0,0,0.36,0.07,-16,Neutral,1,0,60
Female,47,Germany,Sydney,Enterprise,15,Web,Yearly,13,4,12.50828730257576,5,0.1,1,20,Card,1,No,Yes,1,13.223528750697522,Billing,3.0,0,0.53,0.14,11,Neutral,2,0,300
Male,24,Germany,Berlin,Individual,39,Referral,Yearly,45,3,13.956156722443836,5,-0.11,8,50,Card,1,No,No,1,32.06696009664294,Technical,5.0,0,0.14,0.28,35,Satisfied,2,0,1950
Female,50,India,Toronto,SME,37,Referral,Quarterly,16,3,2.393715904309172,6,0.07,11,10,Card,0,No,No,0,36.70599834709937,Billing,4.0,0,0.1,0.23,51,Satisfied,0,0,370
Male,41,Canada,London,Enterprise,10,Web,Monthly,16,5,13.25409207270539,8,0.2,23,20,Card,2,No,No,1,26.40000974215968,Service,2.0,0,0.5,0.39,-87,Neutral,0,0,200
Female,28,Australia,Sydney,Individual,9,Referral,Quarterly,7,2,11.875045935731324,4,0.13,7,70,Card,1,No,No,0,15.59739102638552,Technical,4.0,0,0.27,0.43,30,Neutral,1,0,630
Female,29,Canada,New York,Individual,14,Referral,Monthly,23,5,25.91758041623912,3,0.19,26,30,Card,0,No,No,4,16.93229704409203,Technical,5.0,0,0.19,0.34,-26,Neutral,0,0,420
Female,53,Australia,Toronto,SME,33,Mobile,Monthly,26,1,16.136535273325542,4,-0.05,4,50,Card,2,Yes,No,1,39.98270234668778,Billing,5.0,0,0.27,0.46,6,Satisfied,1,0,1650
Female,45,Canada,Delhi,Individual,16,Web,Quarterly,22,6,24.376764737305315,5,-0.16,0,20,PayPal,0,No,Yes,4,10.144736503435748,Technical,4.0,0,0.67,0.23,35,Neutral,2,0,320
Female,74,Canada,London,Individual,20,Referral,Yearly,15,1,14.5775766689235,6,0.01,17,10,Card,0,No,No,1,21.433475734149464,Service,3.0,1,0.64,0.2,29,Satisfied,3,0,200
Female,30,UK,Delhi,Individual,8,Mobile,Quarterly,15,7,8.894741073094387,6,-0.06,8,50,Card,0,No,No,0,23.56062940960591,Service,3.0,0,0.38,0.36,18,Neutral,4,0,400
Female,40,Canada,Berlin,Enterprise,49,Referral,Monthly,9,3,29.90717698464634,3,-0.0,2,50,PayPal,0,No,No,2,25.11837708813816,Technical,4.0,0,0.64,0.07,-27,Satisfied,3,0,2450
Female,36,Canada,Berlin,SME,38,Referral,Monthly,42,0,22.120180813232764,1,0.06,14,70,PayPal,1,Yes,No,1,29.062830866826637,Technical,5.0,0,0.22,0.45,29,Neutral,3,0,2660
Female,59,Australia,Delhi,Individual,34,Web,Monthly,10,2,25.02577353359917,8,-0.06,26,50,Bank Transfer,1,No,No,2,22.09800229571856,Technical,3.0,0,0.13,0.15,45,Satisfied,0,0,1700
Female,54,Australia,Toronto,Individual,31,Web,Quarterly,30,7,19.21792859734017,8,0.16,8,10,Card,0,Yes,No,1,31.946411835058257,Billing,4.0,0,0.84,0.33,65,Satisfied,0,0,310
Male,24,USA,Delhi,SME,18,Web,Monthly,8,5,6.02716664943852,3,-0.04,11,10,Card,1,No,No,0,22.616022105239733,Service,3.0,0,0.76,0.41,-41,Satisfied,1,0,180
Female,28,USA,Delhi,Enterprise,50,Web,Quarterly,24,7,14.577404930288669,3,0.26,16,20,PayPal,0,No,Yes,2,22.32145035570816,Technical,2.0,2,0.2,0.22,7,Satisfied,1,0,1000
Female,46,USA,Dhaka,Individual,34,Referral,Monthly,29,3,29.7177616926858,8,0.11,16,50,Card,2,No,No,2,27.546871299820985,Billing,5.0,0,0.58,0.49,22,Neutral,1,0,1700
Male,48,Bangladesh,Berlin,Individual,50,Referral,Monthly,9,7,11.953116358130549,7,0.07,9,30,Card,0,No,No,1,22.4859482458358,Technical,3.0,0,0.6,0.28,17,Neutral,0,0,1500
Female,19,Bangladesh,Toronto,SME,17,Web,Yearly,25,3,11.012352230160968,6,0.14,18,70,PayPal,1,Yes,No,2,28.997193572626852,Service,4.0,0,0.12,0.05,9,Neutral,2,0,1190
Female,56,Bangladesh,London,SME,12,Web,Monthly,29,4,20.47913149531664,9,-0.01,9,50,Card,0,No,Yes,1,23.53324242147742,Service,5.0,1,0.56,0.14,70,Satisfied,0,0,600
Female,32,Bangladesh,Delhi,Individual,16,Mobile,Monthly,0,7,16.77015026570664,3,-0.19,0,20,Card,0,No,Yes,3,28.338066252564374,Service,3.0,0,0.58,0.16,-10,Satisfied,1,0,320
Male,74,India,London,Individual,13,Web,Quarterly,30,7,28.35551932011129,3,-0.1,8,10,Card,1,No,No,1,20.64806642736224,Service,4.0,2,0.52,0.22,21,Satisfied,2,0,130
Female,28,Germany,Berlin,Individual,11,Referral,Monthly,23,1,25.561312625786343,4,-0.1,29,30,Card,0,No,Yes,0,36.26858713501474,Billing,5.0,0,0.13,0.25,-24,Unsatisfied,0,0,330
Male,51,USA,Toronto,Enterprise,14,Web,Quarterly,26,5,15.739366501198049,3,0.4,9,10,PayPal,0,No,No,1,22.597929102839917,Billing,2.0,1,0.15,0.17,62,Satisfied,2,0,140
Male,56,UK,Dhaka,Individual,42,Web,Monthly,1,6,7.41602570475657,3,0.07,9,10,PayPal,0,Yes,No,2,35.67988165289815,Technical,4.0,0,0.27,0.46,6,Neutral,1,0,420
Female,21,Bangladesh,Delhi,Individual,55,Referral,Yearly,27,0,17.625793032525973,7,-0.02,14,20,Card,1,No,No,1,31.060894265071116,Service,4.0,0,0.15,0.31,-16,Neutral,0,0,1100
Female,28,Canada,New York,Individual,28,Referral,Yearly,18,2,16.637937175367167,8,-0.18,6,50,Card,0,Yes,No,3,16.012199879361166,Technical,2.0,0,0.42,0.26,-21,Neutral,0,0,1400
Male,46,Bangladesh,London,Individual,59,Mobile,Quarterly,8,5,4.554094642113009,5,0.14,19,20,Card,0,Yes,No,2,33.401580113102824,Service,4.0,0,0.82,0.16,1,Satisfied,0,0,1180
Female,19,Bangladesh,Berlin,SME,53,Web,Quarterly,27,2,13.589882083906176,7,0.09,4,10,Bank Transfer,0,Yes,No,0,27.911345862879006,Technical,4.0,0,0.41,0.38,-16,Neutral,1,0,530
Male,56,India,Dhaka,Individual,24,Web,Yearly,19,1,15.30539925546914,6,0.09,25,20,Card,0,No,No,3,13.922651637880954,Service,5.0,0,0.79,0.46,48,Satisfied,4,0,480
Female,30,Canada,Dhaka,SME,53,Web,Monthly,23,6,8.15484417323555,2,-0.15,19,50,Bank Transfer,1,No,No,1,18.38513475508754,Technical,2.0,2,0.85,0.46,33,Neutral,1,1,2650
Female,54,Canada,Toronto,Individual,17,Referral,Monthly,18,1,14.91547793153872,4,0.02,1,30,Bank Transfer,2,No,No,2,22.71938138212413,Service,5.0,1,0.71,0.18,36,Satisfied,2,1,510
Male,34,India,New York,Enterprise,9,Web,Monthly,6,5,14.180772217059708,4,0.04,9,20,PayPal,2,Yes,No,1,23.809496333029813,Billing,2.0,0,0.48,0.4,79,Unsatisfied,1,1,180
Male,38,Canada,Dhaka,Individual,46,Web,Monthly,18,0,18.418183122827312,8,0.14,19,20,Card,1,No,No,0,20.347353512185254,Billing,4.0,0,0.62,0.33,9,Satisfied,1,0,920
Female,24,Germany,Delhi,Individual,3,Web,Quarterly,11,5,18.47631193800629,6,-0.01,5,30,Bank Transfer,1,No,Yes,0,27.87055164582116,Technical,3.0,0,0.4,0.49,50,Satisfied,2,0,90
Female,55,India,Sydney,Individual,54,Web,Monthly,22,7,5.741231020551147,3,0.15,15,30,Card,1,No,No,1,21.48459658212444,Billing,3.0,0,0.77,0.45,42,Satisfied,0,0,1620
Female,30,India,Toronto,SME,18,Web,Quarterly,24,1,15.295790859621668,6,-0.14,14,10,PayPal,2,Yes,Yes,0,18.159220690807764,Technical,3.0,0,0.3,0.4,-61,Neutral,1,0,180
Female,54,Australia,London,Individual,59,Web,Quarterly,20,0,14.405233676432236,4,0.01,4,10,Card,1,No,No,2,28.861231010329444,Service,3.0,0,0.81,0.11,26,Neutral,0,0,590
Male,19,UK,Dhaka,SME,30,Mobile,Quarterly,27,1,4.7154384478787215,6,0.12,8,70,Bank Transfer,0,Yes,No,4,10.2102453025623,Technical,5.0,1,0.47,0.02,12,Satisfied,1,0,2100
Female,28,India,Berlin,SME,55,Web,Monthly,31,4,10.555711888264284,4,-0.17,18,50,Card,1,No,Yes,1,25.0042551389934,Technical,2.0,0,0.12,0.47,-6,Satisfied,2,0,2750
Female,41,Australia,Delhi,Individual,34,Web,Monthly,14,3,11.857380258380337,2,-0.15,11,10,PayPal,0,Yes,No,1,24.36807286349059,Service,4.0,0,0.49,0.27,92,Unsatisfied,0,0,340
Female,43,USA,London,Individual,43,Mobile,Quarterly,26,0,10.292652187531797,10,-0.05,18,10,Card,1,No,No,1,22.43613714425675,Technical,3.0,0,0.86,0.08,54,Satisfied,0,0,430
Male,24,India,Sydney,Individual,28,Referral,Monthly,22,5,30.34649456660205,7,-0.11,1,10,Card,0,Yes,No,0,33.95484642285891,Billing,5.0,0,0.86,0.17,-11,Neutral,1,0,280
Male,74,India,Delhi,Individual,37,Web,Monthly,0,6,32.340063922429486,2,-0.3,13,50,PayPal,1,No,Yes,1,5.878935134833814,Service,3.0,0,0.33,0.3,48,Unsatisfied,2,0,1850
Male,23,Bangladesh,Toronto,Individual,7,Web,Yearly,22,2,6.006650351604737,3,0.11,2,10,Bank Transfer,0,Yes,No,0,45.73909318556534,Technical,4.0,0,0.11,0.3,27,Neutral,2,0,70
Female,46,India,Berlin,Individual,29,Mobile,Quarterly,31,5,13.381099312164348,7,0.14,0,20,Card,0,No,No,1,35.21138879650207,Technical,4.0,0,0.73,0.46,47,Satisfied,1,0,580
Female,56,Canada,Delhi,SME,2,Mobile,Monthly,2,3,15.088864362325582,6,0.02,1,50,PayPal,0,No,Yes,0,8.91231722031505,Service,2.0,1,0.46,0.21,37,Satisfied,0,1,100
Male,19,Germany,New York,Individual,26,Web,Monthly,8,2,5.907305393518151,4,-0.01,14,30,Bank Transfer,2,No,Yes,1,35.04847573666689,Service,4.0,0,0.56,0.12,-7,Satisfied,0,0,780
Male,36,Australia,Delhi,SME,41,Web,Monthly,20,5,31.68269007509999,1,0.16,3,50,Card,0,No,Yes,0,11.298693060228825,Technical,4.0,1,0.49,0.16,2,Neutral,2,1,2050
Female,21,UK,Toronto,Individual,57,Web,Quarterly,26,5,19.027355642519066,7,0.13,0,30,Card,0,No,No,2,19.523135346952078,Technical,2.0,0,0.57,0.47,8,Satisfied,0,0,1710
Male,66,Canada,New York,Enterprise,42,Mobile,Monthly,6,5,21.739769421257527,5,-0.18,8,30,PayPal,0,No,Yes,0,33.45864748405138,Service,5.0,0,0.54,0.08,11,Neutral,0,0,1260
Male,74,Bangladesh,Toronto,SME,51,Mobile,Monthly,22,5,20.33197199544903,3,0.32,23,30,PayPal,0,No,No,1,28.05584163072977,Technical,2.0,0,0.31,0.19,16,Unsatisfied,1,0,1530
Female,54,Bangladesh,Sydney,SME,49,Referral,Monthly,20,7,8.774094102239633,6,-0.05,19,30,Card,0,No,No,2,27.456423535102225,Technical,4.0,0,0.69,0.31,14,Satisfied,0,0,1470
Female,45,Bangladesh,Sydney,Individual,57,Mobile,Monthly,21,5,1.0,4,-0.02,14,20,Card,0,No,No,0,27.45405292305649,Technical,5.0,0,0.47,0.43,27,Satisfied,1,0,1140
Male,47,USA,Delhi,Enterprise,7,Mobile,Monthly,38,4,22.295171794282357,8,0.27,0,10,PayPal,1,No,No,1,27.904318385283418,Technical,3.0,0,0.63,0.38,36,Neutral,3,0,70
Male,26,UK,Sydney,Enterprise,6,Web,Quarterly,18,6,30.450684736008164,7,-0.04,14,10,Card,0,Yes,No,3,32.763905476157134,Technical,4.0,0,0.27,0.19,-9,Satisfied,0,0,60
Male,42,Australia,Sydney,SME,59,Referral,Monthly,6,4,11.99633641767625,7,0.13,23,30,Card,0,No,No,2,16.321809223470936,Technical,4.0,0,0.72,0.03,28,Satisfied,2,0,1770
Male,50,India,London,SME,41,Referral,Quarterly,33,0,15.16171530861115,7,-0.13,9,50,Card,0,No,No,1,13.600776411795584,Service,4.0,1,0.51,0.43,1,Satisfied,2,0,2050
Male,18,India,Dhaka,Individual,40,Web,Quarterly,2,3,12.654341134330302,5,-0.23,13,50,Bank Transfer,0,Yes,No,1,37.889209614551504,Billing,4.0,0,0.13,0.05,-8,Satisfied,2,0,2000
Female,68,Germany,Sydney,Individual,27,Referral,Yearly,17,2,24.3436655883018,9,-0.09,4,20,PayPal,0,No,No,0,17.301442211893118,Technical,3.0,0,0.2,0.41,19,Neutral,4,0,540
Female,23,Australia,Delhi,Individual,54,Mobile,Monthly,7,7,1.0,2,0.28,4,50,PayPal,1,Yes,No,2,30.04744173254051,Technical,5.0,0,0.87,0.27,31,Satisfied,3,0,2700
Male,27,Australia,London,Individual,56,Web,Yearly,19,7,10.434782567368266,4,-0.03,9,20,Card,0,No,No,2,33.35815684943532,Technical,3.0,0,0.85,0.45,2,Neutral,0,0,1120
Male,28,Germany,Toronto,Individual,24,Web,Monthly,0,6,25.89655274346033,6,0.11,0,30,Bank Transfer,1,No,No,3,37.81575515762759,Service,5.0,0,0.8,0.3,-25,Satisfied,1,1,720
Male,50,Germany,London,Individual,33,Mobile,Monthly,10,3,7.500547822261844,6,0.07,21,70,PayPal,0,No,No,0,36.927280295546446,Service,3.0,0,0.9,0.35,1,Satisfied,2,0,2310
Female,18,USA,Berlin,SME,31,Web,Yearly,6,2,7.375129175395296,4,-0.12,7,50,PayPal,2,Yes,Yes,0,23.574205534064514,Technical,3.0,0,0.67,0.35,7,Neutral,1,0,1550
Female,30,Australia,London,SME,34,Web,Monthly,10,2,28.17896211023347,5,0.25,0,10,Card,0,Yes,No,1,22.92128410758378,Technical,4.0,0,0.27,0.09,-3,Unsatisfied,0,0,340
Female,37,USA,Dhaka,Individual,24,Web,Yearly,35,7,11.28188109147191,4,0.2,11,70,Card,0,Yes,No,0,29.012429506931014,Technical,3.0,0,0.49,0.08,-7,Neutral,0,0,1680
Male,18,Bangladesh,New York,Individual,36,Mobile,Monthly,14,3,11.393915216575342,7,-0.15,4,10,Card,0,No,No,3,10.119718783565006,Billing,4.0,1,0.84,0.13,-15,Neutral,2,0,360
Male,20,USA,New York,Individual,20,Referral,Monthly,18,6,25.91603130244946,4,0.11,14,10,PayPal,0,No,No,1,37.44907984667416,Technical,3.0,0,0.52,0.45,27,Satisfied,2,0,200
Male,35,Bangladesh,New York,Individual,18,Web,Quarterly,26,3,25.1045746245304,5,-0.1,5,50,Card,1,No,No,0,19.316118211309224,Billing,4.0,0,0.65,0.07,39,Unsatisfied,1,0,900
Male,58,Australia,New York,Individual,42,Web,Monthly,25,6,2.886171404925353,3,0.13,0,30,Card,0,No,No,1,6.841645676346573,Technical,5.0,2,0.86,0.32,4,Unsatisfied,0,0,1260
Female,31,Bangladesh,Berlin,Individual,32,Web,Monthly,0,6,12.610233169180686,7,-0.19,0,20,PayPal,1,No,Yes,1,19.13860693447676,Technical,5.0,0,0.56,0.33,-53,Satisfied,2,0,640
Male,48,USA,Berlin,SME,33,Web,Quarterly,9,7,4.033256568673831,4,-0.13,0,10,Card,1,No,No,1,32.62192159055121,Billing,4.0,2,0.69,0.44,25,Satisfied,0,0,330
Female,44,Canada,New York,Individual,10,Mobile,Monthly,31,2,20.65634436912016,4,0.13,2,20,Card,0,No,No,1,34.04998864223572,Billing,5.0,0,0.29,0.15,15,Neutral,0,0,200
Female,34,India,Dhaka,Individual,9,Web,Yearly,14,4,19.200156952252048,3,-0.2,16,20,PayPal,0,No,No,4,12.573358729876423,Billing,5.0,0,0.2,0.14,34,Satisfied,1,0,180
Female,63,India,Dhaka,Enterprise,25,Web,Monthly,27,6,11.906039515215843,5,-0.14,3,30,Card,0,No,No,1,26.30583780474142,Billing,4.0,0,0.52,0.22,-7,Neutral,1,0,750
Male,46,USA,Toronto,Individual,13,Web,Monthly,0,3,24.479681203964127,6,0.13,14,20,Card,1,Yes,No,0,26.476617357798936,Billing,5.0,0,0.75,0.02,56,Neutral,0,0,260
Female,54,UK,Dhaka,Individual,50,Referral,Monthly,16,2,10.650095458173723,9,-0.03,18,30,Card,2,Yes,Yes,1,9.30290697196362,Technical,3.0,0,0.7,0.16,15,Satisfied,1,0,1500
Male,70,India,New York,SME,45,Web,Monthly,17,5,15.55604407001718,5,0.3,0,20,PayPal,1,No,No,3,14.06858634809835,Technical,3.0,0,0.2,0.49,-69,Satisfied,0,0,900
Male,34,Australia,Sydney,SME,5,Referral,Monthly,18,1,24.01291193532973,6,-0.1,19,20,PayPal,0,Yes,Yes,1,15.688898330291286,Technical,4.0,1,0.23,0.41,0,Satisfied,2,1,100
Male,39,Bangladesh,Toronto,Individual,31,Referral,Yearly,20,6,21.71388314063951,6,-0.25,1,70,Bank Transfer,1,No,No,1,14.515336186983998,Technical,2.0,0,0.56,0.42,-47,Satisfied,0,0,2170
Female,42,Australia,Toronto,SME,31,Referral,Monthly,18,4,19.571328608474083,5,-0.15,2,20,PayPal,0,No,No,1,18.551979886594506,Service,3.0,1,0.57,0.45,-50,Satisfied,2,0,620
Female,19,Australia,Toronto,SME,34,Mobile,Monthly,19,7,8.82866440061695,7,0.11,6,20,PayPal,0,No,No,1,32.812599885770744,Technical,3.0,0,0.37,0.27,3,Unsatisfied,0,1,680
